stno,stat_name,SLV_m,LON,LAT,CITY,ADD,START,END,NOTE,OLD,NEW,url_nam,url_nam25
C0M720,番路,225.0,120.5542,23.4647,嘉義縣,番路鄉下坑村蔡公店101號(番路鄉公所),2015/07/03,　,　,　,　,%E7%95%AA%E8%B7%AF,%25E7%2595%25AA%25E8%25B7%25AF
C0M730,嘉義市東區,40.0,120.4605,23.4577,嘉義市,親水路123 號(第五河川局水情中心),2015/07/03,　,　,　,　,%E5%98%89%E7%BE%A9%E5%B8%82%E6%9D%B1%E5%8D%80,%25E5%2598%2589%25E7%25BE%25A9%25E5%25B8%2582%25E6%259D%25B1%25E5%258D%2580
C0M740,六腳,15.0,120.2906,23.4929,嘉義縣,六腳鄉蒜頭村73-2號(六腳消防分隊),2015/07/03,　,　,　,　,%E5%85%AD%E8%85%B3,%25E5%2585%25AD%25E8%2585%25B3
C0M750,布袋,10.0,120.1678,23.3809,嘉義縣,布袋鎮龍江里2-2號(布袋消防分隊),2015/07/03,　,　,　,　,%E5%B8%83%E8%A2%8B,%25E5%25B8%2583%25E8%25A2%258B
C0M760,民雄,40.0,120.4285,23.5518,嘉義縣,民雄鄉文化路7號(民雄鄉公所),2015/07/03,　,　,　,　,%E6%B0%91%E9%9B%84,%25E6%25B0%2591%25E9%259B%2584
C0M770,嘉義梅山,164.0,120.5556,23.5854,嘉義縣,梅山鄉中山路282號(梅山鄉公所),2015/07/03,　,　,　,　,%E5%98%89%E7%BE%A9%E6%A2%85%E5%B1%B1,%25E5%2598%2589%25E7%25BE%25A9%25E6%25A2%2585%25E5%25B1%25B1
C0M780,鹿草,30.0,120.3084,23.4113,嘉義縣,鹿草鄉西井村287號(鹿草鄉公所),2015/07/03,　,　,　,　,%E9%B9%BF%E8%8D%89,%25E9%25B9%25BF%25E8%258D%2589
C0M790,新港,15.0,120.3457,23.5533,嘉義縣,新港鄉公園路28號(新港消防分隊),2015/07/03,　,　,　,　,%E6%96%B0%E6%B8%AF,%25E6%2596%25B0%25E6%25B8%25AF
C0M800,茶山,440.0,120.6648,23.2991,嘉義縣,阿里山鄉茶山路62號之1(茶山村衛生室),2016/01/01,　,　,　,　,%E8%8C%B6%E5%B1%B1,%25E8%258C%25B6%25E5%25B1%25B1
C0M810,里佳,1354.0,120.7166,23.3891,嘉義縣,阿里山鄉里佳村,2016/01/01,　,　,　,　,%E9%87%8C%E4%BD%B3,%25E9%2587%258C%25E4%25BD%25B3
C0M820,達邦,980.0,120.7495,23.454,嘉義縣,阿里山鄉達邦村21號(鄒族自然與文化中心),2016/01/01,　,　,　,　,%E9%81%94%E9%82%A6,%25E9%2581%2594%25E9%2582%25A6
C0M830,山美,540.0,120.6682,23.3838,嘉義縣,阿里山鄉山美村(原阿里山鄉農會山美辦事處),2016/01/01,　,　,　,　,%E5%B1%B1%E7%BE%8E,%25E5%25B1%25B1%25E7%25BE%258E
C0M850,表湖,695.0,120.6417,23.2419,嘉義縣,大埔鄉溪頭段1地號,2018/02/14,　,　,　,　,%E8%A1%A8%E6%B9%96,%25E8%25A1%25A8%25E6%25B9%2596
C0O810,曾文,161.0,120.4973,23.2197,臺南市,楠西區曾文新村(曾文水庫管理局內),1988/12/01,　,　,　,　,%E6%9B%BE%E6%96%87,%25E6%259B%25BE%25E6%2596%2587
C0O830,北寮,127.0,120.495,23.0796,臺南市,南化區北寮里48-4號,2013/04/18,　,原(C1O830)站因擴充為氣象站，於2013/4/18升級為(C0O830)站。,C1O830,　,%E5%8C%97%E5%AF%AE,%25E5%258C%2597%25E5%25AF%25AE
C0O840,王爺宮,134.0,120.4009,23.2221,臺南市,六甲區王爺里24號（六甲國小湖東分校）,2013/12/01,　,原(C1O840)站因觀測條件不佳及擴充為氣象站，於2013/12/1升級為(C0O840)站。,C1O840,　,%E7%8E%8B%E7%88%BA%E5%AE%AE,%25E7%258E%258B%25E7%2588%25BA%25E5%25AE%25AE
C0O860,大內,38.0,120.3608,23.1189,臺南市,大內區74201大內里63號(大內國民小學),2013/08/01,　,原(C1O860)站因擴充為氣象站，於2013/8/1升級為(C0O860)站。,C1O860,　,%E5%A4%A7%E5%85%A7,%25E5%25A4%25A7%25E5%2585%25A7
C0O900,善化,9.0,120.2972,23.1129,臺南市,善化區益民寮60號(亞洲蔬菜研究發展中心內),1988/12/01,　,本站於 2013/5/11 進行儀器汰換，並於2013/8/1完成驗收。,　,　,%E5%96%84%E5%8C%96,%25E5%2596%2584%25E5%258C%2596
C0O930,玉井,69.0,120.4606,23.125999999999998,臺南市,玉井區台灣糖業公司玉井糖廠,1988/12/01,　,　,　,　,%E7%8E%89%E4%BA%95,%25E7%258E%2589%25E4%25BA%2595
C0O950,安南,4.0,120.1449,23.0767,臺南市,安南區公學路6段589號(學東國民小學內),2013/08/01,　,原(C1O950)站因擴充為氣象站，於2013/8/1升級為(C0O950)站。,C1O950,　,%E5%AE%89%E5%8D%97,%25E5%25AE%2589%25E5%258D%2597
C0O960,崎頂,112.0,120.3693,22.9595,臺南市,龍崎區中坑里5鄰13號,2013/04/18,　,原(C1O960)站因擴充為氣象站，於2013/4/18升級為(C0O960)站。,C1O960,　,%E5%B4%8E%E9%A0%82,%25E5%25B4%258E%25E9%25A0%2582
C0O970,虎頭埤,71.0,120.3479,23.0214,臺南市,新化區口埤18號(新化分場),2013/08/01,　,原(C1O970)站因擴充為氣象站，於2013/8/1升級為(C0O970)站。,C1O970,　,%E8%99%8E%E9%A0%AD%E5%9F%A4,%25E8%2599%258E%25E9%25A0%25AD%25E5%259F%25A4
C0O980,新市,18.0,120.2982,23.0616,臺南市,新市區永就里53號(番子寮農場),2013/08/01,　,原(C1O980)站因擴充為氣象站，於2013/8/1升級為(C0O980)站。,C1O980,　,%E6%96%B0%E5%B8%82,%25E6%2596%25B0%25E5%25B8%2582
C0O990,媽廟,18.0,120.2935,22.9918,臺南市,歸仁區中正北路3段60號(保西國民小學內),2013/12/01,　,原(C1O990)站因擴充為氣象站，於2013/12/1升級為(C0O990)站。,C1O990,　,%E5%AA%BD%E5%BB%9F,%25E5%25AA%25BD%25E5%25BB%259F
C0R100,尾寮山,1006.0,120.6839,22.8331,屏東縣,三地門鄉口社檢查站車程約2小時(尾寮山瞭望台旁),1992/05/01,　,本站於2013/10/10進行儀器汰換，並於2013/12/1完成驗收。,　,　,%E5%B0%BE%E5%AF%AE%E5%B1%B1,%25E5%25B0%25BE%25E5%25AF%25AE%25E5%25B1%25B1
C0R130,阿禮,1040.0,120.7437,22.7429,屏東縣,霧台鄉(屏東事業區第46林班)由山地文化村開車約2小時需徒步轉波站前面,2013/08/01,　,原(C1R130)站因擴充為氣象站，於2013/8/1升級為(C0R130)站。,C1R130,　,%E9%98%BF%E7%A6%AE,%25E9%2598%25BF%25E7%25A6%25AE
C0R140,瑪家,740.0,120.6866,22.6829,屏東縣,瑪家鄉瑪家村4鄰24號(後山),2013/08/01,　,原(C1R140)站因擴充為氣象站，於2013/8/1升級為(C0R140)站。,C1R140,　,%E7%91%AA%E5%AE%B6,%25E7%2591%25AA%25E5%25AE%25B6
C0R150,三地門,105.0,120.6399,22.7099,屏東縣,內埔鄉水門村成功路83號(國立內埔高級農工職業學校內),1992/05/01,　,本站於2013/9/10進行儀器汰換，並於2013/12/1完成驗收。,　,　,%E4%B8%89%E5%9C%B0%E9%96%80,%25E4%25B8%2589%25E5%259C%25B0%25E9%2596%2580
C0R160,鹽埔新圍,45.0,120.5308,22.7396,屏東縣,鹽埔鄉彭厝國民小學校園,2013/12/01,　,原(C1R160)站於2013/12/1變更為(C0R160)站。,C1R160,　,%E9%B9%BD%E5%9F%94%E6%96%B0%E5%9C%8D,%25E9%25B9%25BD%25E5%259F%2594%25E6%2596%25B0%25E5%259C%258D
C0R170,屏東,26.0,120.4941,22.6603,屏東縣,屏東市復興路245號(台灣糖業公司屏東區處場區內),2013/12/01,　,原(C1R170)站於2013/12/1變更為(C0R170)站。,C1R170,　,%E5%B1%8F%E6%9D%B1,%25E5%25B1%258F%25E6%259D%25B1
C0R190,赤山,32.0,120.6143,22.5923,屏東縣,萬巒鄉建興路40號（赤山國小）,2013/12/01,　,原(C1R190)站因觀測環境不佳，於2013/12/1遷移至(C0R190)站。,C1R190,　,%E8%B5%A4%E5%B1%B1,%25E8%25B5%25A4%25E5%25B1%25B1
C0R220,潮州,23.0,120.54,22.5344,屏東縣,潮州鎮光春路290號(屏東縣立光春國民中學內),1992/05/01,　,本站於2013/9/10進行儀器汰換，並於2013/12/1完成驗收。,　,　,%E6%BD%AE%E5%B7%9E,%25E6%25BD%25AE%25E5%25B7%259E
C0R240,來義,87.0,120.6251,22.5273,屏東縣,萬巒鄉新隆路64號萬巒農場（佳佐段180號）,2013/12/01,　,原(C1R240)站因擴充為氣象站，於2013/12/1升級為(C0R240)站。,C1R240,　,%E4%BE%86%E7%BE%A9,%25E4%25BE%2586%25E7%25BE%25A9
C0R260,春日,76.0,120.6283,22.3704,屏東縣,春日鄉鄉公所資源回收場旁,2013/12/01,　,原(C1R260)站因擴充為氣象站，於2013/12/1升級為(C0R260)站。,C1R260,　,%E6%98%A5%E6%97%A5,%25E6%2598%25A5%25E6%2597%25A5
C0R270,琉球嶼,51.0,120.3622,22.3322,屏東縣,琉球鄉天台段596及597地號,1997/07/01,　,本站於2013/9/26進行儀器汰換，並於2013/12/1完成驗收。,　,　,%E7%90%89%E7%90%83%E5%B6%BC,%25E7%2590%2589%25E7%2590%2583%25E5%25B6%25BC
C0R280,檳榔,242.0,120.8368,22.0761,屏東縣,滿州鄉長樂村大公路14號(往南仁山方向),1997/07/01,　,　,　,　,%E6%AA%B3%E6%A6%94,%25E6%25AA%25B3%25E6%25A6%2594
C0R350,貓鼻頭,35.0,120.7358,21.9218,屏東縣,恆春鎮(貓鼻頭風景區內),1997/07/01,　,　,　,　,%E8%B2%93%E9%BC%BB%E9%A0%AD,%25E8%25B2%2593%25E9%25BC%25BB%25E9%25A0%25AD
C0R360,墾丁,20.0,120.8022,21.9456,屏東縣,恆春鎮墾丁里牧場路1號(畜產試驗所恆春分所內),1997/07/01,　,　,　,　,%E5%A2%BE%E4%B8%81,%25E5%25A2%25BE%25E4%25B8%2581
C0R370,佳樂水,55.0,120.8446,21.991999999999997,屏東縣,滿州鄉港口村茶山路14號(佳樂山林務局工作站內),1997/07/01,　,　,　,　,%E4%BD%B3%E6%A8%82%E6%B0%B4,%25E4%25BD%25B3%25E6%25A8%2582%25E6%25B0%25B4
C0R380,枋寮,2.0,120.5896,22.3694,屏東縣,枋寮鄉枋寮村德興路197號(枋寮國民小學操場旁),1997/07/01,　,　,　,　,%E6%9E%8B%E5%AF%AE,%25E6%259E%258B%25E5%25AF%25AE
C0R400,楓港,15.0,120.6927,22.1902,屏東縣,枋山鄉善餘村光復路24號(楓港國民小學操場旁),1997/07/01,　,　,　,　,%E6%A5%93%E6%B8%AF,%25E6%25A5%2593%25E6%25B8%25AF
C0R420,牡丹池山,504.0,120.8406,22.1678,屏東縣,牡丹鄉電信轉播臺旁步行約3分鐘(恆春事業區21林班地),1999/04/15,　,　,　,　,%E7%89%A1%E4%B8%B9%E6%B1%A0%E5%B1%B1,%25E7%2589%25A1%25E4%25B8%25B9%25E6%25B1%25A0%25E5%25B1%25B1
C0R470,高樹,103.0,120.6008,22.8264,屏東縣,高樹鄉興中路329號(高樹鄉公所),2013/08/01,　,　,　,　,%E9%AB%98%E6%A8%B9,%25E9%25AB%2598%25E6%25A8%25B9
C0R480,長治,57.0,120.5426,22.6931,屏東縣,長治鄉德成村中興路572-1號(長治消防分隊),2013/08/01,　,　,　,　,%E9%95%B7%E6%B2%BB,%25E9%2595%25B7%25E6%25B2%25BB
C0R490,九如,49.0,120.4905,22.7405,屏東縣,九如鄉九如路二段416號(九如鄉公所),2013/08/01,　,　,　,　,%E4%B9%9D%E5%A6%82,%25E4%25B9%259D%25E5%25A6%2582
C0R510,萬丹,31.0,120.4904,22.5878,屏東縣,萬丹鄉萬安村和平東路69號(萬丹消防分隊),2013/08/01,　,　,　,　,%E8%90%AC%E4%B8%B9,%25E8%2590%25AC%25E4%25B8%25B9
C0R520,崁頂,18.0,120.5069,22.5148,屏東縣,崁頂鄉崁頂村興農路20之10號(崁頂消防分隊),2013/08/01,　,　,　,　,%E5%B4%81%E9%A0%82,%25E5%25B4%2581%25E9%25A0%2582
C0R530,林邊,16.0,120.51,22.4308,屏東縣,林邊鄉光林村和平路45號(林邊鄉衛生所),2013/08/01,　,　,　,　,%E6%9E%97%E9%82%8A,%25E6%259E%2597%25E9%2582%258A
C0R540,佳冬,17.0,120.5524,22.4195,屏東縣,佳冬鄉佳昌路2號(佳冬鄉公所),2013/08/01,　,　,　,　,%E4%BD%B3%E5%86%AC,%25E4%25BD%25B3%25E5%2586%25AC
C0R550,新埤,38.0,120.5829,22.4679,屏東縣,新埤鄉民眾路103號(新埤消防分隊),2013/08/01,　,　,　,　,%E6%96%B0%E5%9F%A4,%25E6%2596%25B0%25E5%259F%25A4
C0R560,新園,22.0,120.4616,22.5434,屏東縣,新園鄉仙吉村店口路116號(新園消防分隊),2013/08/01,　,　,　,　,%E6%96%B0%E5%9C%92,%25E6%2596%25B0%25E5%259C%2592
C0R570,麟洛,37.0,120.5272,22.6508,屏東縣,麟洛鄉中山路158號(麟洛鄉公所),2013/12/01,　,　,　,　,%E9%BA%9F%E6%B4%9B,%25E9%25BA%259F%25E6%25B4%259B
C0R580,南州,10.0,120.5027,22.4859,屏東縣,南州鄉溪南村人和路241號(南州消防分隊),2013/08/01,　,　,　,　,%E5%8D%97%E5%B7%9E,%25E5%258D%2597%25E5%25B7%259E
C0R590,里港,72.0,120.4946,22.7792,屏東縣,里港鄉永春村中山路104號(里港鄉公所),2013/08/01,　,　,　,　,%E9%87%8C%E6%B8%AF,%25E9%2587%258C%25E6%25B8%25AF
C0R600,舊泰武,766.0,120.6649,22.5882,屏東縣,泰武鄉泰武村良武巷101號(舊泰武村老人活動中心),2013/12/01,　,　,　,　,%E8%88%8A%E6%B3%B0%E6%AD%A6,%25E8%2588%258A%25E6%25B3%25B0%25E6%25AD%25A6
C0R620,墾雷,34.0,120.8553,21.9008,屏東縣,恆春鎮燈塔路51巷33號(氣象局墾丁雷達站區內),2016/06/22,　,　,　,　,%E5%A2%BE%E9%9B%B7,%25E5%25A2%25BE%25E9%259B%25B7
C0R640,東港,21.0,120.4407,22.4625,屏東縣,東港鎮豐漁里豐漁街67號（水產試驗所東港生技研究中心）,2018/08/11,　,　,　,　,%E6%9D%B1%E6%B8%AF,%25E6%259D%25B1%25E6%25B8%25AF
C0R650,竹田,29.0,120.5434,22.5849,屏東縣,竹田鄉中正路123號(竹田鄉公所清潔隊),2018/08/11,　,　,　,　,%E7%AB%B9%E7%94%B0,%25E7%25AB%25B9%25E7%2594%25B0
C0S680,紅葉山,1659.0,121.0392,22.9198,臺東縣,延平鄉紅葉山瞭望臺旁(延平林道23k處步行約50分鐘),1997/07/01,　,　,　,　,%E7%B4%85%E8%91%89%E5%B1%B1,%25E7%25B4%2585%25E8%2591%2589%25E5%25B1%25B1
C0S690,太麻里,522.0,120.9853,22.609,臺東縣,太麻里鄉(往金針山茶區之半路上),1997/07/01,　,　,　,　,%E5%A4%AA%E9%BA%BB%E9%87%8C,%25E5%25A4%25AA%25E9%25BA%25BB%25E9%2587%258C
C0S700,知本,507.0,121.0056,22.6849,臺東縣,卑南鄉溫泉村(溫泉國小之樂山分校內),1997/07/01,　,　,　,　,%E7%9F%A5%E6%9C%AC,%25E7%259F%25A5%25E6%259C%25AC
C0S710,鹿野,382.0,121.12299999999999,22.9177,臺東縣,鹿野鄉鹿野高台高眺亭公廁東側草地上,1997/07/01,　,於2015/1/1短距離位移。,　,　,%E9%B9%BF%E9%87%8E,%25E9%25B9%25BF%25E9%2587%258E
C0S730,綠島,110.0,121.4753,22.6672,臺東縣,綠島鄉,1997/07/01,　,　,　,　,%E7%B6%A0%E5%B3%B6,%25E7%25B6%25A0%25E5%25B3%25B6
C0S740,池上,289.0,121.2095,23.1196,臺東縣,池上鄉新興村104號(退輔會臺東農場內),1997/07/01,　,　,　,　,%E6%B1%A0%E4%B8%8A,%25E6%25B1%25A0%25E4%25B8%258A
C0S750,向陽,2280.0,120.9861,23.2484,臺東縣,海端鄉向陽(公路局向陽工務段圍牆內),1997/07/01,　,　,　,　,%E5%90%91%E9%99%BD,%25E5%2590%2591%25E9%2599%25BD
C0S760,紅石,1621.0,121.1262,23.0691,臺東縣,海端鄉紅石(紅石瞭望臺旁),1997/07/01,　,　,　,　,%E7%B4%85%E7%9F%B3,%25E7%25B4%2585%25E7%259F%25B3
C0S770,大溪山,375.0,120.9433,22.4785,臺東縣,太麻里鄉多良村(廢棄中華電信轉播站旁),1997/07/01,　,　,　,　,%E5%A4%A7%E6%BA%AA%E5%B1%B1,%25E5%25A4%25A7%25E6%25BA%25AA%25E5%25B1%25B1
C0S790,金崙,236.0,120.9669,22.5381,臺東縣,太麻里鄉金崙段0304-1地號,2004/06/01,　,　,　,　,%E9%87%91%E5%B4%99,%25E9%2587%2591%25E5%25B4%2599
C0S810,東河,65.0,121.304,22.9727,臺東縣,東河鄉北東河17鄰26號(東河國民小學操場旁),2004/06/01,　,原(C1S640)站因擴充為氣象站，於2004/6/1升級為(C0S810)站。,C1S640,　,%E6%9D%B1%E6%B2%B3,%25E6%259D%25B1%25E6%25B2%25B3
C0S830,長濱,288.0,121.412,23.2868,臺東縣,長濱鄉竹湖村移民橋後方山頂三角點旁,2004/06/01,　,原(C1S650)站因擴充為氣象站，於2004/6/1升級為(C0S830)站。,C1S650,　,%E9%95%B7%E6%BF%B1,%25E9%2595%25B7%25E6%25BF%25B1
C0S840,南田,22.0,120.8892,22.2797,臺東縣,達仁鄉南田村南田風景區公園對面,2004/06/01,　,　,　,　,%E5%8D%97%E7%94%B0,%25E5%258D%2597%25E7%2594%25B0
C0S890,關山,238.0,121.175,23.0395,臺東縣,關山鎮親水公園內,2016/01/01,　,　,　,　,%E9%97%9C%E5%B1%B1,%25E9%2597%259C%25E5%25B1%25B1
C0S900,蘭嶼高中,27.0,121.5121,22.0491,臺東縣,蘭嶼鄉椰油村37號（蘭嶼高中內）,2018/10/26,　,　,　,　,%E8%98%AD%E5%B6%BC%E9%AB%98%E4%B8%AD,%25E8%2598%25AD%25E5%25B6%25BC%25E9%25AB%2598%25E4%25B8%25AD
C0S910,蘭嶼燈塔,212.0,121.4951,22.083000000000002,臺東縣,蘭嶼鄉椰油段1-7地號（蘭嶼燈塔旁）,2018/10/26,　,　,　,　,%E8%98%AD%E5%B6%BC%E7%87%88%E5%A1%94,%25E8%2598%25AD%25E5%25B6%25BC%25E7%2587%2588%25E5%25A1%2594
C0T790,大禹嶺,2830.0,121.3161,24.1861,花蓮縣,秀林鄉立霧溪事業區67林班地(救國團大禹山莊),1996/01/01,　,　,　,　,%E5%A4%A7%E7%A6%B9%E5%B6%BA,%25E5%25A4%25A7%25E7%25A6%25B9%25E5%25B6%25BA
C0T820,天祥,550.0,121.4956,24.1796,花蓮縣,秀林鄉立霧溪事業區80林班地(天祥祥德寺),1996/01/01,　,本站於2017/9/23起進行儀器汰換，於2017/12/1完成驗收。,　,　,%E5%A4%A9%E7%A5%A5,%25E5%25A4%25A9%25E7%25A5%25A5
C0T870,鯉魚潭,135.0,121.5089,23.9356,花蓮縣,壽豐鄉池南村池南路一段8號(鯉魚潭風景區旁),1996/01/01,　,本站於2017/4/7起進行儀器汰換，於2017/6/3完成驗收。,　,　,%E9%AF%89%E9%AD%9A%E6%BD%AD,%25E9%25AF%2589%25E9%25AD%259A%25E6%25BD%25AD
C0T900,西林,160.0,121.4415,23.8119,花蓮縣,萬榮鄉西林路8鄰114號(西林國民小學運動場旁),2010/07/01,　,原(C1T900)站因擴充為氣象站，於2010/7/1升級為(C0T900)站，2017/4/14起進行儀器汰換，於2017/6/3完成驗收。,C1T900,　,%E8%A5%BF%E6%9E%97,%25E8%25A5%25BF%25E6%259E%2597
C0T960,光復,120.0,121.425,23.6607,花蓮縣,光復鄉大進村糖廠街19號(台糖公司花蓮光復糖廠內),1996/01/01,　,本站於2017/5/3起進行儀器汰換，於2017/6/3完成驗收。,　,　,%E5%85%89%E5%BE%A9,%25E5%2585%2589%25E5%25BE%25A9
C0T9A0,月眉山,498.0,121.5398,23.8099,花蓮縣,壽豐鄉月眉山旁的小山丘上(過米棧大橋往山上水璉方向至四號橋左轉之山上),2000/10/01,　,本站於2017/5/11起進行儀器汰換，於2017/6/3完成驗收。,　,　,%E6%9C%88%E7%9C%89%E5%B1%B1,%25E6%259C%2588%25E7%259C%2589%25E5%25B1%25B1
C0T9B0,水源,558.0,121.5372,23.9919,花蓮縣,秀林鄉原林務局水源段的苗圃內,2000/10/01,　,本站於2017/3/27起進行儀器汰換，於2017/6/3完成驗收。,　,　,%E6%B0%B4%E6%BA%90,%25E6%25B0%25B4%25E6%25BA%2590
C0T9D0,和中,8.0,121.741,24.2668,花蓮縣,秀林鄉秀林村62號(和平國小和中分校校園內),2004/06/01,　,本站於2017/10/12進行儀器汰換及短距離移位，於2017/12/1完成驗收。,　,　,%E5%92%8C%E4%B8%AD,%25E5%2592%258C%25E4%25B8%25AD
C0T9E0,大坑,415.0,121.58200000000001,23.8806,花蓮縣,壽豐鄉10鄰山嶺80之1號(中華電信公司賀田山機房)旁,2004/06/01,　,本站於2017/4/20起進行儀器汰換，於2017/6/3完成驗收。,　,　,%E5%A4%A7%E5%9D%91,%25E5%25A4%25A7%25E5%259D%2591
C0T9F0,水璉,251.0,121.5425,23.7971,花蓮縣,壽豐鄉水璉村,2004/06/01,　,本站於2017/4/27起進行儀器汰換，於2017/6/3完成驗收。,　,　,%E6%B0%B4%E7%92%89,%25E6%25B0%25B4%25E7%2592%2589
C0T9G0,鳳林山,605.0,121.4201,23.7353,花蓮縣,鳳林鎮,2004/06/01,　,本站於2017/4/6起進行儀器汰換，於2017/6/3完成驗收。,　,　,%E9%B3%B3%E6%9E%97%E5%B1%B1,%25E9%25B3%25B3%25E6%259E%2597%25E5%25B1%25B1
C0T9H0,加路蘭山,725.0,121.5274,23.6829,花蓮縣,豐濱鄉臨海段776-4號,2004/06/01,　,本站於2017/4/19起進行儀器汰換，於2017/6/3完成驗收。,　,　,%E5%8A%A0%E8%B7%AF%E8%98%AD%E5%B1%B1,%25E5%258A%25A0%25E8%25B7%25AF%25E8%2598%25AD%25E5%25B1%25B1
C0T9I0,豐濱,152.0,121.5148,23.5839,花蓮縣,豐濱鄉豐濱村,2004/06/01,　,本站於2017/4/25起進行儀器汰換，於2017/6/3完成驗收。,　,　,%E8%B1%90%E6%BF%B1,%25E8%25B1%2590%25E6%25BF%25B1
C0T9M0,靜浦,92.0,121.495,23.4552,花蓮縣,豐濱鄉靜浦村活動中心後山上,1997/07/01,　,原(C0S720)站因縣市代碼不符，於2008/2/25重新編碼為(C0T9M0)站。,C0S720,　,%E9%9D%9C%E6%B5%A6,%25E9%259D%259C%25E6%25B5%25A6
C0U520,雙連埤,517.0,121.6413,24.753,宜蘭縣,員山鄉雙連埤地區(需徒步20分鐘),2010/07/01,　,原(C1U521)站因擴充為氣象站，於2010/7/1升級為(C0U520)站，於2017/12/26進行儀器汰換，於2018/3/23完成驗收。,C1U521,　,%E9%9B%99%E9%80%A3%E5%9F%A4,%25E9%259B%2599%25E9%2580%25A3%25E5%259F%25A4
C0U600,礁溪,10.0,121.7655,24.8175,宜蘭縣,礁溪鄉礁溪路四段23號(礁溪國民中學教室後宿舍旁),1996/01/01,　,本站於2017/11/9進行儀器汰換，於2018/3/23完成驗收。,　,　,%E7%A4%81%E6%BA%AA,%25E7%25A4%2581%25E6%25BA%25AA
C0U650,玉蘭,442.0,121.5871,24.6753,宜蘭縣,大同鄉松羅村鹿場路11號(往松羅山頂瞭望亭旁),1996/01/01,　,本站於2017/10/9進行儀器汰換，於2017/12/1完成驗收。,　,　,%E7%8E%89%E8%98%AD,%25E7%258E%2589%25E8%2598%25AD
C0U710,太平山,1942.0,121.5257,24.5055,宜蘭縣,大同鄉太平山93林班地(林務局路標22.3k處),1996/01/01,　,本站於2017/12/13進行儀器汰換，於2018/3/23完成驗收。,　,　,%E5%A4%AA%E5%B9%B3%E5%B1%B1,%25E5%25A4%25AA%25E5%25B9%25B3%25E5%25B1%25B1
C0U720,南山,1260.0,121.3817,24.4374,宜蘭縣,大同鄉南山村4鄰埤南巷31-3號(南山國民小學內),2018/03/23,　,原(C1U720)站因擴充為氣象站，於2018/3/23升級為(C0U720)站。,C1U720,　,%E5%8D%97%E5%B1%B1,%25E5%258D%2597%25E5%25B1%25B1
C0U750,龜山島,398.0,121.9531,24.8417,宜蘭縣,頭城鎮龜山島山頂401高地觀景台,2002/09/13,　,本站為觀光局所設，交由本局管理。本站於2017/11/24進行儀器汰換，於2018/3/23完成驗收。,　,　,%E9%BE%9C%E5%B1%B1%E5%B3%B6,%25E9%25BE%259C%25E5%25B1%25B1%25E5%25B3%25B6
C0U760,東澳,22.0,121.8332,24.522,宜蘭縣,南澳鄉東岳村蘇花路三段209號(東澳國小校園內),2004/06/01,　,本站於2017/12/19進行儀器汰換，於2018/3/23完成驗收。,　,　,%E6%9D%B1%E6%BE%B3,%25E6%259D%25B1%25E6%25BE%25B3
C0U770,南澳,5.0,121.8102,24.4494,宜蘭縣,南澳鄉中央氣象局地震中心系統維護課之南澳地震站,2005/10/01,　,本站於2017/10/27進行儀器汰換，於2017/12/1完成驗收。,　,　,%E5%8D%97%E6%BE%B3,%25E5%258D%2597%25E6%25BE%25B3
C0U780,五結,15.0,121.7979,24.6864,宜蘭縣,五結鄉五結中路二段88號(五結國小),2010/07/01,　,本站於2017/10/13進行儀器汰換，於2017/12/1完成驗收。,　,　,%E4%BA%94%E7%B5%90,%25E4%25BA%2594%25E7%25B5%2590
C0U860,頭城,5.0,121.8308,24.8532,宜蘭縣,頭城鎮協天路468號(中華電信頭城海纜站內),2017/12/01,　,原(C1U860)站因移位升氣，於2017/12/1變更為(C0U860)站。,C1U860,　,%E9%A0%AD%E5%9F%8E,%25E9%25A0%25AD%25E5%259F%258E
C0U870,大礁溪,474.0,121.6751,24.791,宜蘭縣,礁溪鄉二結村一鄰9-1號(國立宜蘭大學實驗林場),2017/12/01,　,原(C1U610)站因移位升氣，於2017/12/1變更為(C0U870)站。,　,　,%E5%A4%A7%E7%A4%81%E6%BA%AA,%25E5%25A4%25A7%25E7%25A4%2581%25E6%25BA%25AA
C0U890,三星,116.0,121.65299999999999,24.6681,宜蘭縣,三星鄉月眉街54號(三星國中),2017/12/01,　,原(C1U660)站因移位升氣，於2017/12/1變更為(C0U890)站。,C1U660,　,%E4%B8%89%E6%98%9F,%25E4%25B8%2589%25E6%2598%259F
C0U900,內城,63.0,121.6877,24.7181,宜蘭縣,員山鄉內城路545號(內城國民中小學),2017/12/01,　,原(C1U630)站因移位升氣並更名，於2017/12/1變更為(C0U900)站。,C1U630,　,%E5%85%A7%E5%9F%8E,%25E5%2585%25A7%25E5%259F%258E
C0U910,冬山,17.0,121.7937,24.6337,宜蘭縣,冬山鄉冬山路98-5號(冬山消防分隊),2017/12/01,　,原(C0U680)站因移位，於2017/12/1變更為(C0U910)站。,C0U680,　,%E5%86%AC%E5%B1%B1,%25E5%2586%25AC%25E5%25B1%25B1
C0U940,羅東,25.0,121.7493,24.6818,宜蘭縣,羅東鎮羅東運動公園南側(北成路二段停車場旁自行車道入口),2017/12/01,　,　,　,　,%E7%BE%85%E6%9D%B1,%25E7%25BE%2585%25E6%259D%25B1
