stno,stat_name,SLV_m,LON,LAT,CITY,ADD,START,END,NOTE,OLD,NEW,url_nam,url_nam25
466850,五分山雷達站,756.0,121.7812,25.0712,新北市,瑞芳區靜安路四段1巷1號,1988/07/01,　,本站只有雷達觀測資料。,　,　,%E4%BA%94%E5%88%86%E5%B1%B1%E9%9B%B7%E9%81%94%E7%AB%99,%25E4%25BA%2594%25E5%2588%2586%25E5%25B1%25B1%25E9%259B%25B7%25E9%2581%2594%25E7%25AB%2599
466880,板橋,9.7,121.44200000000001,24.9976,新北市,板橋區大觀路二段265巷62號,1972/03/01,　,原為探空站，自2002年開始進行氣象觀測。,　,　,%E6%9D%BF%E6%A9%8B,%25E6%259D%25BF%25E6%25A9%258B
466900,淡水,19.0,121.4489,25.1649,新北市,淡水區中正東路42巷6號,1942/01/01,　,　,　,　,%E6%B7%A1%E6%B0%B4,%25E6%25B7%25A1%25E6%25B0%25B4
466910,鞍部,825.8,121.5297,25.1826,臺北市,北投區陽明山竹子湖路111號,1937/01/01,　,　,　,　,%E9%9E%8D%E9%83%A8,%25E9%259E%258D%25E9%2583%25A8
466920,臺北,6.3,121.5149,25.0377,臺北市,中正區公園路64號,1896/01/01,　,2014至2015氣候年報之氣壓計海面上高度應為30.3m(2014/10/25搬遷，6.6m->30.3m),　,　,%E8%87%BA%E5%8C%97,%25E8%2587%25BA%25E5%258C%2597
466930,竹子湖,607.1,121.5445,25.1621,臺北市,北投區陽明山竹子湖路2號,1937/01/01,　,　,　,　,%E7%AB%B9%E5%AD%90%E6%B9%96,%25E7%25AB%25B9%25E5%25AD%2590%25E6%25B9%2596
466940,基隆,26.7,121.7405,25.1333,基隆市,仁愛區港西街6號6樓(海港大樓6樓),1946/01/01,　,　,　,　,%E5%9F%BA%E9%9A%86,%25E5%259F%25BA%25E9%259A%2586
466950,彭佳嶼,101.7,122.0797,25.628,基隆市,中正區彭佳嶼,1910/01/01,　,　,　,　,%E5%BD%AD%E4%BD%B3%E5%B6%BC,%25E5%25BD%25AD%25E4%25BD%25B3%25E5%25B6%25BC
466990,花蓮,16.0,121.6133,23.9751,花蓮縣,花蓮市花崗街24號,1910/01/01,　,　,　,　,%E8%8A%B1%E8%93%AE,%25E8%258A%25B1%25E8%2593%25AE
467050,新屋,20.6,121.0475,25.0067,桃園市,新屋區東興路二段946號,2013/07/01,　,座標及高度於2013/10/09更正。,　,　,%E6%96%B0%E5%B1%8B,%25E6%2596%25B0%25E5%25B1%258B
467060,蘇澳,24.9,121.8574,24.5967,宜蘭縣,蘇澳鎮港區路1號6樓(蘇澳港行政大樓6樓),1981/07/01,　,1981/12/1開始觀測。,　,　,%E8%98%87%E6%BE%B3,%25E8%2598%2587%25E6%25BE%25B3
467080,宜蘭,7.2,121.7565,24.764,宜蘭縣,宜蘭市力行路150號,1935/01/01,　,　,　,　,%E5%AE%9C%E8%98%AD,%25E5%25AE%259C%25E8%2598%25AD
467110,金門,47.9,118.2893,24.4073,金門縣,金城鎮金水里西海路一段250號,2004/01/01,　,　,　,　,%E9%87%91%E9%96%80,%25E9%2587%2591%25E9%2596%2580
467300,東吉島,43.0,119.6675,23.256999999999998,澎湖縣,望安鄉東吉村156號,1962/01/01,　,　,　,　,%E6%9D%B1%E5%90%89%E5%B3%B6,%25E6%259D%25B1%25E5%2590%2589%25E5%25B3%25B6
467350,澎湖,10.7,119.5631,23.5655,澎湖縣,馬公市新興路2號,1896/01/01,　,　,　,　,%E6%BE%8E%E6%B9%96,%25E6%25BE%258E%25E6%25B9%2596
467410,臺南,40.8,120.2048,22.9932,臺南市,中西區公園路21號,1897/01/01,　,1998/05停止觀測，2002/01恢復觀測。2002年至2006年氣候年報之風速儀地上高度應為53.7m。,　,　,%E8%87%BA%E5%8D%97,%25E8%2587%25BA%25E5%258D%2597
467420,永康,8.1,120.2367,23.0384,臺南市,永康區鹽行里正南五街520巷88號,1947/06/01,　,　,　,　,%E6%B0%B8%E5%BA%B7,%25E6%25B0%25B8%25E5%25BA%25B7
467440,高雄,2.3,120.3157,22.566,高雄市,前鎮區明孝里26鄰漁港南二路2號,1931/01/01,　,　,　,　,%E9%AB%98%E9%9B%84,%25E9%25AB%2598%25E9%259B%2584
467480,嘉義,26.9,120.4329,23.4959,嘉義市,西區北新里海口寮路56號,1968/09/01,　,　,　,　,%E5%98%89%E7%BE%A9,%25E5%2598%2589%25E7%25BE%25A9
467490,臺中,84.0,120.6841,24.1457,臺中市,北區精武路295號,1896/01/01,　,2000年至2006年氣候年報之海拔高度誤植為34m。,　,　,%E8%87%BA%E4%B8%AD,%25E8%2587%25BA%25E4%25B8%25AD
467530,阿里山,2413.4,120.8132,23.5082,嘉義縣,阿里山鄉中正村4鄰東阿里山73-1號,1933/01/01,　,　,　,　,%E9%98%BF%E9%87%8C%E5%B1%B1,%25E9%2598%25BF%25E9%2587%258C%25E5%25B1%25B1
467540,大武,8.1,120.9038,22.3557,臺東縣,大武鄉大武街115號,1939/01/01,　,　,　,　,%E5%A4%A7%E6%AD%A6,%25E5%25A4%25A7%25E6%25AD%25A6
467550,玉山,3844.8,120.9595,23.4876,南投縣,信義鄉玉山北峰1號,1943/01/01,　,　,　,　,%E7%8E%89%E5%B1%B1,%25E7%258E%2589%25E5%25B1%25B1
467571,新竹,26.9,121.0142,24.8279,新竹縣,竹北市北崙里3鄰光明五街60號,1991/07/01,　,　,　,　,%E6%96%B0%E7%AB%B9,%25E6%2596%25B0%25E7%25AB%25B9
467590,恆春,22.1,120.7463,22.0039,屏東縣,恆春鎮天文路50號,1896/01/01,　,　,　,　,%E6%81%86%E6%98%A5,%25E6%2581%2586%25E6%2598%25A5
467610,成功,33.5,121.3734,23.0975,臺東縣,成功鎮公民路84號,1940/01/01,　,　,　,　,%E6%88%90%E5%8A%9F,%25E6%2588%2590%25E5%258A%259F
467620,蘭嶼,324.0,121.5583,22.037,臺東縣,蘭嶼鄉紅頭村2號,1941/01/01,　,　,　,　,%E8%98%AD%E5%B6%BC,%25E8%2598%25AD%25E5%25B6%25BC
467650,日月潭,1017.5,120.9081,23.8813,南投縣,魚池鄉水社村中山路270巷14號,1940/01/01,　,　,　,　,%E6%97%A5%E6%9C%88%E6%BD%AD,%25E6%2597%25A5%25E6%259C%2588%25E6%25BD%25AD
467660,臺東,9.0,121.1546,22.7522,臺東縣,臺東市大同路106號,1901/01/01,　,　,　,　,%E8%87%BA%E6%9D%B1,%25E8%2587%25BA%25E6%259D%25B1
467770,梧棲,31.7,120.5234,24.256,臺中市,梧棲區臺灣大道十段2號海港大樓6樓,1976/11/01,　,　,　,　,%E6%A2%A7%E6%A3%B2,%25E6%25A2%25A7%25E6%25A3%25B2
467790,墾丁雷達站,42.0,120.80799999999999,21.9482,屏東縣,恆春鎮燈塔路51巷33號,2001/11/01,　,本站只有雷達觀測資料。,　,　,%E5%A2%BE%E4%B8%81%E9%9B%B7%E9%81%94%E7%AB%99,%25E5%25A2%25BE%25E4%25B8%2581%25E9%259B%25B7%25E9%2581%2594%25E7%25AB%2599
467990,馬祖,97.8,119.9234,26.1693,連江縣,南竿鄉四維村6鄰88號,2004/01/01,　,　,　,　,%E9%A6%AC%E7%A5%96,%25E9%25A6%25AC%25E7%25A5%2596
C0A520,山佳,48.0,121.402,24.9749,新北市,樹林區中山路3段5號(山佳國民小學校園內),1987/06/01,　,　,　,　,%E5%B1%B1%E4%BD%B3,%25E5%25B1%25B1%25E4%25BD%25B3
C0A530,坪林,300.0,121.7094,24.9382,新北市,坪林區,1987/06/01,　,　,　,　,%E5%9D%AA%E6%9E%97,%25E5%259D%25AA%25E6%259E%2597
C0A540,四堵,401.0,121.7459,24.8928,新北市,坪林區碧湖(北宜路旁之碧湖橋道路上行約10分鐘),1987/06/01,　,　,　,　,%E5%9B%9B%E5%A0%B5,%25E5%259B%259B%25E5%25A0%25B5
C0A550,泰平,422.0,121.8237,24.9712,新北市,雙溪區泰平里8鄰大平路43號(泰平國小分校附近),1987/06/01,　,　,　,　,%E6%B3%B0%E5%B9%B3,%25E6%25B3%25B0%25E5%25B9%25B3
C0A560,福山,405.0,121.5028,24.7762,新北市,烏來區福山里李茂岸八號(福山國小旁),1987/06/01,　,　,　,　,%E7%A6%8F%E5%B1%B1,%25E7%25A6%258F%25E5%25B1%25B1
C0A570,桶後,360.0,121.598,24.8482,新北市,烏來區后桶街49號孝義里5-6k處路旁,1987/06/01,　,　,　,　,%E6%A1%B6%E5%BE%8C,%25E6%25A1%25B6%25E5%25BE%258C
C0A640,石碇,241.0,121.6629,24.9939,新北市,石碇區湳窟34號附近,2009/12/01,　,原(C1A640)站因擴充為氣象站，於2009/12/1升級為(C0A640)站。,C1A640,　,%E7%9F%B3%E7%A2%87,%25E7%259F%25B3%25E7%25A2%2587
C0A650,火燒寮,287.0,121.7429,25.0027,新北市,平溪區東勢里,2009/12/01,　,原(C1A650)站因擴充為氣象站，於2009/12/1升級為(C0A650)站。,C1A650,　,%E7%81%AB%E7%87%92%E5%AF%AE,%25E7%2581%25AB%25E7%2587%2592%25E5%25AF%25AE
C0A660,瑞芳,97.0,121.8011,25.1132,新北市,瑞芳區22403龍山里逢甲路360號(義方國民小學校園內),2009/12/01,　,原(C1A660)站因擴充為氣象站，於2009/12/1升級為(C0A660)站。,C1A660,　,%E7%91%9E%E8%8A%B3,%25E7%2591%259E%25E8%258A%25B3
C0A860,大坪,362.0,121.633,25.1659,新北市,萬里區溪底里香員林6-3號,1995/01/01,　,　,　,　,%E5%A4%A7%E5%9D%AA,%25E5%25A4%25A7%25E5%259D%25AA
C0A870,五指山,685.0,121.6087,25.1322,新北市,汐止區國軍示範公墓旁之復興廣播電台門口外,1995/01/01,　,　,　,　,%E4%BA%94%E6%8C%87%E5%B1%B1,%25E4%25BA%2594%25E6%258C%2587%25E5%25B1%25B1
C0A880,福隆,6.0,121.9421,25.0178,新北市,貢寮區東北角海岸國家風景管理處之福隆遊客中心後方,1995/01/01,　,　,　,　,%E7%A6%8F%E9%9A%86,%25E7%25A6%258F%25E9%259A%2586
C0A890,雙溪,40.0,121.8642,25.035999999999998,新北市,雙溪區雙溪里社區活動中心旁花圃內,1995/01/01,　,　,　,　,%E9%9B%99%E6%BA%AA,%25E9%259B%2599%25E6%25BA%25AA
C0A920,富貴角,196.0,121.5653,25.2638,新北市,石門區山溪里10鄰九芎林13號旁(石門國小山溪分班附近),1995/01/01,　,　,　,　,%E5%AF%8C%E8%B2%B4%E8%A7%92,%25E5%25AF%258C%25E8%25B2%25B4%25E8%25A7%2592
C0A931,三和,216.0,121.5952,25.2332,新北市,金山區三和國小兩湖分校,2014/04/01,　,原(C0A930)站因移位，於2014/4/1更變為(C0A931)站。,C0A930,　,%E4%B8%89%E5%92%8C,%25E4%25B8%2589%25E5%2592%258C
C0A940,金山,49.0,121.64399999999999,25.2236,新北市,金山區中興段404地號(磺港社區活動中心內),1995/01/01,　,　,　,　,%E9%87%91%E5%B1%B1,%25E9%2587%2591%25E5%25B1%25B1
C0A950,鼻頭角,60.0,121.9234,25.129,新北市,瑞芳區鼻頭角燈塔旁,1995/01/01,　,　,　,　,%E9%BC%BB%E9%A0%AD%E8%A7%92,%25E9%25BC%25BB%25E9%25A0%25AD%25E8%25A7%2592
C0A970,三貂角,96.0,122.0021,25.0076,新北市,貢寮區三貂角燈塔旁,1996/01/01,　,本站於2017/10/23進行儀器汰換，於2017/12/1完成驗收。,　,　,%E4%B8%89%E8%B2%82%E8%A7%92,%25E4%25B8%2589%25E8%25B2%2582%25E8%25A7%2592
C0A980,社子,11.0,121.4697,25.1095,臺北市,士林區延平北路9段212號(台北海洋技術學院內),1997/12/01,　,　,　,　,%E7%A4%BE%E5%AD%90,%25E7%25A4%25BE%25E5%25AD%2590
C0A9A0,大直,24.0,121.5429,25.078000000000003,臺北市,中山區北安路420號(大直高中內),1997/12/01,　,　,　,　,%E5%A4%A7%E7%9B%B4,%25E5%25A4%25A7%25E7%259B%25B4
C0A9B0,石牌,7.0,121.5138,25.1163,臺北市,北投區石牌路1段139號(石牌國中內),1997/12/01,　,　,　,　,%E7%9F%B3%E7%89%8C,%25E7%259F%25B3%25E7%2589%258C
C0A9C0,天母,35.0,121.5372,25.1175,臺北市,士林區天母東路116號(三玉國小內),1997/12/01,　,　,　,　,%E5%A4%A9%E6%AF%8D,%25E5%25A4%25A9%25E6%25AF%258D
C0A9E0,士林,26.0,121.50299999999999,25.0903,臺北市,士林區延平北路6段308號(社子國小內),1997/12/01,　,　,　,　,%E5%A3%AB%E6%9E%97,%25E5%25A3%25AB%25E6%259E%2597
C0A9F0,內湖,35.0,121.5755,25.0794,臺北市,內湖區內湖路一段520號(內湖高工內),1997/12/01,　,　,　,　,%E5%85%A7%E6%B9%96,%25E5%2585%25A7%25E6%25B9%2596
C0AC40,大屯山,1079.0,121.5224,25.1757,臺北市,北投區湖田段461-6地號(民航局大屯山助航臺),2006/01/01,　,　,　,　,%E5%A4%A7%E5%B1%AF%E5%B1%B1,%25E5%25A4%25A7%25E5%25B1%25AF%25E5%25B1%25B1
C0AC60,三峽,55.0,121.3697,24.939,新北市,三峽區復興路238號(三峽國中校園內),2009/10/01,　,　,　,　,%E4%B8%89%E5%B3%BD,%25E4%25B8%2589%25E5%25B3%25BD
C0AC70,信義,71.0,121.5646,25.0378,臺北市,信義區市府路1號(台北市政府頂樓),2009/10/01,　,　,　,　,%E4%BF%A1%E7%BE%A9,%25E4%25BF%25A1%25E7%25BE%25A9
C0AC80,文山,40.0,121.5757,25.0024,臺北市,文山區木柵路4段159巷14-1號(博嘉國小校園內),2009/12/01,　,原(C1AC80)站因擴充為氣象站，於2009/12/1升級為(C0AC80)站。,C1AC80,　,%E6%96%87%E5%B1%B1,%25E6%2596%2587%25E5%25B1%25B1
C0ACA0,新莊,25.0,121.4468,25.0515,新北市,新莊區中和街193號(榮富國小校園內),2009/12/01,　,原(C1ACA0)站因擴充為氣象站，於2009/12/1升級為(C0ACA0)站，站址搬遷至同校行政大樓西側。,C1ACA0,　,%E6%96%B0%E8%8E%8A,%25E6%2596%25B0%25E8%258E%258A
C0AD00,三芝,86.0,121.5019,25.2581,新北市,三芝區育英路22號(三芝國小內),2009/11/01,　,　,　,　,%E4%B8%89%E8%8A%9D,%25E4%25B8%2589%25E8%258A%259D
C0AD10,八里,27.0,121.4039,25.1502,新北市,八里區中山路二段338號(八里國小內),2009/11/01,　,　,　,　,%E5%85%AB%E9%87%8C,%25E5%2585%25AB%25E9%2587%258C
C0AD30,蘆洲,20.0,121.4723,25.0866,新北市,蘆洲區三民路96號(三民高中內),2009/11/01,　,　,　,　,%E8%98%86%E6%B4%B2,%25E8%2598%2586%25E6%25B4%25B2
C0AD40,土城,32.0,121.4452,24.9732,新北市,土城區金城路一段90號(新北市政府消防局土城分隊大樓樓頂),2009/11/01,　,　,　,　,%E5%9C%9F%E5%9F%8E,%25E5%259C%259F%25E5%259F%258E
C0AD50,鶯歌,84.0,121.3463,24.9515,新北市,鶯歌區尖山埔路106號(鶯歌國小內),2009/11/01,　,　,　,　,%E9%B6%AF%E6%AD%8C,%25E9%25B6%25AF%25E6%25AD%258C
C0AG90,中和,25.0,121.4904,24.9926,新北市,中和區錦和路350號(錦和運動公園),2011/08/23,　,　,　,　,%E4%B8%AD%E5%92%8C,%25E4%25B8%25AD%25E5%2592%258C
C0AH00,汐止,38.0,121.6588,25.0669,新北市,汐止區大同路二段394號(汐止國中),2011/09/01,　,　,　,　,%E6%B1%90%E6%AD%A2,%25E6%25B1%2590%25E6%25AD%25A2
C0AH10,永和,30.0,121.5081,25.0113,新北市,永和區永平路205號(永平高中校園內),2014/01/01,　,　,　,　,%E6%B0%B8%E5%92%8C,%25E6%25B0%25B8%25E5%2592%258C
C0AH30,五分山,755.0,121.7808,25.0713,新北市,瑞芳區靜安路四段1巷1號,2016/01/01,　,　,　,　,%E4%BA%94%E5%88%86%E5%B1%B1,%25E4%25BA%2594%25E5%2588%2586%25E5%25B1%25B1
C0AH40,平等,426.0,121.5771,25.1291,臺北市,士林區平菁街101號(平等國小),2016/08/01,　,　,　,　,%E5%B9%B3%E7%AD%89,%25E5%25B9%25B3%25E7%25AD%2589
C0AH50,林口,275.0,121.3808,25.0722,新北市,林口區仁愛路二段173號(林口高中內),2017/01/10,　,　,　,　,%E6%9E%97%E5%8F%A3,%25E6%259E%2597%25E5%258F%25A3
C0AH70,松山,34.0,121.5504,25.0487,臺北市,松山區敦化北路1號(臺北市松山運動中心),2017/04/26,　,因雨量筒較晚驗收完成，2017/04/26至2017/08/17不提供雨量資料。,　,　,%E6%9D%BE%E5%B1%B1,%25E6%259D%25BE%25E5%25B1%25B1
C0AH80,深坑,68.0,121.6283,25.0027,新北市,深坑區文山路1段35號(深坑消防分隊樓頂),2017/08/02,　,　,　,　,%E6%B7%B1%E5%9D%91,%25E6%25B7%25B1%25E5%259D%2591
C0AH90,福山植物園,660.0,121.5814,24.7607,新北市,烏來區福山植物園內(生活植物區之民俗植物區觀測坪),2018/03/23,　,　,　,　,%E7%A6%8F%E5%B1%B1%E6%A4%8D%E7%89%A9%E5%9C%92,%25E7%25A6%258F%25E5%25B1%25B1%25E6%25A4%258D%25E7%2589%25A9%25E5%259C%2592
C0AI00,五股,188.0,121.4273,25.0745,新北市,五股區外寮路12號,2018/07/10,　,　,　,　,%E4%BA%94%E8%82%A1,%25E4%25BA%2594%25E8%2582%25A1
C0AI10,屈尺,76.0,121.5448,24.9218,新北市,新店區屈尺路83號(衛福部北區老人之家),2018/11/20,　,　,C0A580,　,%E5%B1%88%E5%B0%BA,%25E5%25B1%2588%25E5%25B0%25BA
C0AI20,白沙灣,25.0,121.5191,25.2831,新北市,石門區德茂里下員坑33-6號（白沙灣遊客中心樓頂）,2018/11/28,　,　,　,　,%E7%99%BD%E6%B2%99%E7%81%A3,%25E7%2599%25BD%25E6%25B2%2599%25E7%2581%25A3
C0B010,七堵,38.0,121.7171,25.0948,基隆市,七堵區東新街22號(基隆商工樓頂),2018/06/23,　,　,　,　,%E4%B8%83%E5%A0%B5,%25E4%25B8%2583%25E5%25A0%25B5
C0B020,基隆嶼,86.0,121.7839,25.1914,基隆市,中正區基隆嶼,2018/10/26,　,　,　,　,%E5%9F%BA%E9%9A%86%E5%B6%BC,%25E5%259F%25BA%25E9%259A%2586%25E5%25B6%25BC
C0C460,復興,482.0,121.3523,24.8202,桃園市,復興區澤仁里中正路248號(介壽國民中學校園內),2007/10/01,　,原(C1C460)站因擴充為氣象站，於2007/10/1升級為(C0C460)站。,C1C460,　,%E5%BE%A9%E8%88%88,%25E5%25BE%25A9%25E8%2588%2588
C0C480,桃園,105.0,121.3232,24.9924,桃園市,桃園區成功路二段144號(桃園高級農工職業學校校園內),2008/01/01,　,原(C1C480)站因擴充為氣象站，於2008/1/1升級為(C0C480)站。,C1C480,　,%E6%A1%83%E5%9C%92,%25E6%25A1%2583%25E5%259C%2592
C0C490,八德,157.0,121.2833,24.9287,桃園市,八德區興仁里中山路94號(八德國民小學校園內),2011/12/01,　,原(C1C490)站因擴充為氣象站，於2011/12/1升級為(C0C490)站。,C1C490,　,%E5%85%AB%E5%BE%B7,%25E5%2585%25AB%25E5%25BE%25B7
C0C540,大園,46.0,121.226,25.0478,桃園市,大園區埔心里25鄰中正東路1段189巷35號(埔心國民小學),2008/01/01,　,原(C1C540)站因擴充為氣象站，於2008/1/1升級為(C0C540)站，2017/10/27站名由埔心變更為大園。,C1C540,　,%E5%A4%A7%E5%9C%92,%25E5%25A4%25A7%25E5%259C%2592
C0C590,觀音,72.0,121.1533,25.0271,桃園市,觀音區廣福里10-42號(逸福農場),2007/10/01,　,　,　,　,%E8%A7%80%E9%9F%B3,%25E8%25A7%2580%25E9%259F%25B3
C0C620,蘆竹,19.0,121.2658,25.0843,桃園市,蘆竹區坑口里14鄰旁,2011/12/01,　,原(C1C620)站因擴充為氣象站，於2011/12/1升級為(C0C620)站。,C1C620,　,%E8%98%86%E7%AB%B9,%25E8%2598%2586%25E7%25AB%25B9
C0C630,大溪,209.0,121.2655,24.8829,桃園市,大溪區員林路2段450號(員樹林國小校園內),2007/12/01,　,　,　,　,%E5%A4%A7%E6%BA%AA,%25E5%25A4%25A7%25E6%25BA%25AA
C0C650,平鎮,208.0,121.2146,24.8975,桃園市,平鎮區中豐路山頂段375巷45號(山豐國民小學校園內),2007/12/01,　,　,　,　,%E5%B9%B3%E9%8E%AE,%25E5%25B9%25B3%25E9%258E%25AE
C0C660,楊梅,176.0,121.14299999999999,24.9124,桃園市,楊梅區金華街100號(楊心國小),2013/08/01,　,　,　,　,%E6%A5%8A%E6%A2%85,%25E6%25A5%258A%25E6%25A2%2585
C0C670,龍潭,250.0,121.2214,24.8701,桃園市,龍潭區中興路726號（龍潭消防分隊）,2014/04/01,　,　,　,　,%E9%BE%8D%E6%BD%AD,%25E9%25BE%258D%25E6%25BD%25AD
C0C680,龜山,228.0,121.3866,25.0285,桃園市,龜山區文化一路250號(國立體育大學田徑場),2017/4/12,　,　,　,　,%E9%BE%9C%E5%B1%B1,%25E9%25BE%259C%25E5%25B1%25B1
C0C700,中壢,151.0,121.2564,24.9777,桃園市,中壢區成章四街120號(內壢高中樓頂),2017/12/27,　,　,　,　,%E4%B8%AD%E5%A3%A2,%25E4%25B8%25AD%25E5%25A3%25A2
C0C710,大溪永福,143.0,121.325,24.8929,桃園市,大溪區信義路1165號（永福國小）,2018/12/26,　,　,　,　,%E5%A4%A7%E6%BA%AA%E6%B0%B8%E7%A6%8F,%25E5%25A4%25A7%25E6%25BA%25AA%25E6%25B0%25B8%25E7%25A6%258F
C0D360,梅花,523.0,121.2086,24.6783,新竹縣,尖石鄉梅花村1鄰11號(梅花國小校園內),1987/06/01,　,　,　,　,%E6%A2%85%E8%8A%B1,%25E6%25A2%2585%25E8%258A%25B1
C0D390,關西,146.0,121.1739,24.7982,新竹縣,關西鎮北斗里北門口41號(關西國中校園內),2008/01/01,　,原(C1D390)站因擴充為氣象站，於2008/1/1升級為(C0D390)站。,C1D390,　,%E9%97%9C%E8%A5%BF,%25E9%2597%259C%25E8%25A5%25BF
C0D430,峨眉,87.0,121.0172,24.6905,新竹縣,峨眉鄉31541峨眉村峨眉街54號(峨眉國中校園內),2011/12/01,　,原(C1D430)站因擴充為氣象站，於2011/12/1升級為(C0D430)站。,C1D430,　,%E5%B3%A8%E7%9C%89,%25E5%25B3%25A8%25E7%259C%2589
C0D480,打鐵坑,223.0,121.1508,24.8497,新竹縣,新埔鎮新北里8鄰大北坑28號旁,2008/01/01,　,原(C1D480)站因擴充為氣象站，於2008/1/1升級為(C0D480)站。,C1D480,　,%E6%89%93%E9%90%B5%E5%9D%91,%25E6%2589%2593%25E9%2590%25B5%25E5%259D%2591
C0D540,橫山,227.0,121.1169,24.7112,新竹縣,橫山鄉橫山村橫山段426-6地號上,2007/10/01,　,　,　,　,%E6%A9%AB%E5%B1%B1,%25E6%25A9%25AB%25E5%25B1%25B1
C0D550,雪霸,1956.0,121.1161,24.526999999999997,新竹縣,五峰鄉桃山村民石380號(雪霸農場內),2007/10/01,　,　,　,　,%E9%9B%AA%E9%9C%B8,%25E9%259B%25AA%25E9%259C%25B8
C0D560,竹東,147.0,121.0579,24.7671,新竹縣,竹東鎮二重國民小學校園內,2008/01/01,　,原(C1D560)站因擴充為氣象站，於2008/1/1升級為(C0D560)站。,C1D560,　,%E7%AB%B9%E6%9D%B1,%25E7%25AB%25B9%25E6%259D%25B1
C0D570,香山,15.0,120.9055,24.7469,新竹市,香山區長興街路旁,2007/12/01,　,　,　,　,%E9%A6%99%E5%B1%B1,%25E9%25A6%2599%25E5%25B1%25B1
C0D580,寶山,120.0,121.0252,24.735,新竹縣,寶山鄉新湖路280號旁,2007/12/01,　,　,　,　,%E5%AF%B6%E5%B1%B1,%25E5%25AF%25B6%25E5%25B1%25B1
C0D590,新豐,143.0,120.9772,24.8707,新竹縣,新豐鄉上坑村坑子口102-1號(小叮噹科學遊樂區內),2007/10/01,　,原(C0C580)站因縣市代碼不符，於2008/2/25重新編碼為(C0D590)站。,C0C580,　,%E6%96%B0%E8%B1%90,%25E6%2596%25B0%25E8%25B1%2590
C0D650,湖口,97.0,121.0436,24.9048,新竹縣,湖口鄉信勢村三鄰成功路109號(湖口消防分隊),2013/10/01,　,　,　,　,%E6%B9%96%E5%8F%A3,%25E6%25B9%2596%25E5%258F%25A3
C0D660,新竹市東區,65.0,120.9869,24.7987,新竹市,東區光復路二段321號（工研院光復院區6館）,2014/11/01,　,　,　,　,%E6%96%B0%E7%AB%B9%E5%B8%82%E6%9D%B1%E5%8D%80,%25E6%2596%25B0%25E7%25AB%25B9%25E5%25B8%2582%25E6%259D%25B1%25E5%258D%2580
C0E420,竹南,19.0,120.8889,24.709,苗栗縣,竹南鎮大埔里仁愛路1092號(竹南鎮大埔國民小學內),1987/06/01,　,　,　,　,%E7%AB%B9%E5%8D%97,%25E7%25AB%25B9%25E5%258D%2597
C0E430,南庄,258.0,121.0002,24.6018,苗栗縣,南庄鄉東村文化路3號(南庄國小校園內),1987/06/01,　,　,　,　,%E5%8D%97%E5%BA%84,%25E5%258D%2597%25E5%25BA%2584
C0E520,大湖,320.0,120.8709,24.4149,苗栗縣,大湖鄉大寮村5鄰竹高屋34-1號附近,2011/11/01,　,原(C1E520)站因擴充為氣象站，於2011/11/1升級為(C0E520)站。,C1E520,　,%E5%A4%A7%E6%B9%96,%25E5%25A4%25A7%25E6%25B9%2596
C0E530,三義,341.0,120.766,24.4109,苗栗縣,三義鄉廣盛村10鄰122號(三義高中內),1990/07/21,　,　,　,　,%E4%B8%89%E7%BE%A9,%25E4%25B8%2589%25E7%25BE%25A9
C0E540,後龍,32.0,120.7839,24.6065,苗栗縣,後龍鎮後龍溪橋旁高地,2011/11/01,　,原(C1E540)站因擴充為氣象站，於2011/11/1升級為(C0E540)站。,C1E540,　,%E5%BE%8C%E9%BE%8D,%25E5%25BE%258C%25E9%25BE%258D
C0E550,明德,84.0,120.8854,24.5835,苗栗縣,頭屋鄉明德水庫水利工作站屋頂上,2011/11/01,　,原(C1E550)站因擴充為氣象站，於2011/11/1升級為(C0E550)站。,C1E550,　,%E6%98%8E%E5%BE%B7,%25E6%2598%258E%25E5%25BE%25B7
C0E590,通霄,40.0,120.7046,24.4719,苗栗縣,通霄鎮城北里1鄰13號(通霄鎮城中國民小學內),2011/11/01,　,原(C1E590)站因擴充為氣象站，於2011/11/1升級為(C0E590)站，原為土城雨量站。,C1E590,　,%E9%80%9A%E9%9C%84,%25E9%2580%259A%25E9%259C%2584
C0E610,馬都安,850.0,120.9302,24.4513,苗栗縣,泰安鄉錦水村(由泰安開車約2小時瞭望台旁),1990/07/21,　,　,　,　,%E9%A6%AC%E9%83%BD%E5%AE%89,%25E9%25A6%25AC%25E9%2583%25BD%25E5%25AE%2589
C0E730,頭份,26.0,120.9122,24.6882,苗栗縣,頭份市中正路219號(苗栗縣頭份鎮頭份國小校園內),2007/12/01,　,　,　,　,%E9%A0%AD%E4%BB%BD,%25E9%25A0%25AD%25E4%25BB%25BD
C0E740,造橋,27.0,120.8648,24.6371,苗栗縣,造橋鄉造橋村14鄰3號(造橋國小),2011/11/01,　,　,　,　,%E9%80%A0%E6%A9%8B,%25E9%2580%25A0%25E6%25A9%258B
C0E750,苗栗,62.0,120.8246,24.5646,苗栗縣,苗栗市中正路241號(建功國小),2011/11/01,　,　,　,　,%E8%8B%97%E6%A0%97,%25E8%258B%2597%25E6%25A0%2597
C0E780,銅鑼,160.0,120.7909,24.4897,苗栗縣,銅鑼鄉福興村文化街1號(銅鑼國小),2011/11/01,　,　,　,　,%E9%8A%85%E9%91%BC,%25E9%258A%2585%25E9%2591%25BC
